,Paper,year,category,Definition of Cyber-Bullyning,Type of Cyber-bullying,Dataset,Dataset positive sample,Dataset negative sample,Data Downlaoded,Data Collection process,Oversampleing pst instances,Preprocessing,Text Feature,Psycological features,User info features,Sentiment features,WE,Other features,ML model,Deel Learning model,Innovative model,baselines,Test set,Test positive ex.,Test negative ex.,Accuracy,Precision,Recall,AUC,F1,venue,Comments
25,Expert knowledge for automatic detection of bullies in social networks,2013,Cyber-Bullyiing detetction,"Cyberbullying is defined as an aggressive, intentional
act carried out by a group or individual, using electronic forms of contact repeatedly
and over time against a victim who cannot easily defend him or herself",assigning bullying score to people,"youtube(54,050 comments from 3,603 usesrs)",12% of users are bullies,88%,1.0,"2 graduate studentns labeled the users as bullies or not 
with inter agreement Kappa of 0.78",0,0,"no profane words,
length of comment,
misspellings and short words,
comments targeted to someone
tf-idf",0,"hidden identities,
age of user,
period of membership,
no uploads,
no subscrptions,
no comments",no emotion icons,0,"A) Experts: a panel of 12 experts in the area of cyberbullying was asked to answer questions about the features presented in Table 1. For each feature they indicated 1) the
likelihood that a bully user belongs to a certain category relevant for that feature and
2) the importance of that feature. The likelihood was indicated on four-point scale
‘Unlikely’, ‘Less likely’, ‘Likely’ and ‘Very likely’ corresponding to values 0.125,0.375, 0.625 and 0.875 respectively
B)MCES decision making systems
","NB, SVM, C4.5, MCES",0,0,SVM (text features),0,0,0,MCES (0.76),0,0,0,0,anadian Conference on Artificial Intelligence,"2- We demonstrated that the expert system outperforms the machine
learning models and the hybrid approach results in a further but marginal improvement in prediction performance
1- compare three types of automatic detection: an expert system, supervised machine learning models, and a hybrid type combining the two."
28,Antisocial behavior corpus for harmful language detection,2013,Anti-social behaviour,unconsiderate action taken against individuals or groups of individuals tha may cause harm or distress to society.,"anti social behabiour
criminal
estremism","web corpus (148 post)
ISEAR
Movie reviews(200)
Wikipedia text extract",web corpus (148 post),0,0.0,keyword search was used to collect data,0,"tokenization
stemming
remove stop words",BOW,0,0,0,0,0,"NB
SVM
DT

",0,0,0,0,0,0,0.96,0.96,0.96,0,0.96,Federated Conference on Computer Science and Information Systems,the results are not reliable as they don't have balanced datase.
29,Experts and Machines against Bullies: A Hybrid Approach to Detect Cyberbullies ,2014,Cyber-Bullyiing detetction,"Cyberbullying is defined as an aggressive, intentional
act carried out by a group or individual, using electronic forms of contact repeatedly
and over time against a victim who cannot easily defend him or herself",assigning bullying score to people,"youtube(54,050 comments from 3,603 usesrs)",12% of users are bullies,88%,1.0,"2 graduate studentns labeled the users as bullies or not 
with inter agreement Kappa of 0.78",0,0,"no profane words,
length of comment,
misspellings and short words,
comments targeted to someone
tf-idf",0,"hidden identities,
age of user,
period of membership,
no uploads,
no subscrptions,
no comments",no emotion icons,0,"A) Experts: a panel of 12 experts in the area of cyberbullying was asked to answer questions about the features presented in Table 1. For each feature they indicated 1) the
likelihood that a bully user belongs to a certain category relevant for that feature and
2) the importance of that feature. The likelihood was indicated on four-point scale
‘Unlikely’, ‘Less likely’, ‘Likely’ and ‘Very likely’ corresponding to values 0.125,0.375, 0.625 and 0.875 respectively
B)MCES decision making systems
","NB, SVM, C4.5, MCES",0,0,SVM (text features),0,0,0,MCES (0.76),0,0,0,0,anadian Conference on Artificial Intelligence,"2- We demonstrated that the expert system outperforms the machine
learning models and the hybrid approach results in a further but marginal improvement in prediction performance
1- compare three types of automatic detection: an expert system, supervised machine learning models, and a hybrid type combining the two."
30,Cyberbullying Detection using Time Series Modeling,2014,Cyber-Bullyiing detetction,"It is defined as a person tormenting, threatening,
harassing or embarrassing another person using the internet or
other technologies, like cell phones",online grooming,PJ (31 transcripts),0,0,0.0,"use dataset from 2010 Kontostathis et al.,",0,0,"tf-idf,
term frequency,
term occurrence,
binary term occurrence",0,0,0,0,"SVD,
Time series",linearSVM and Polynomial SVM,no,no,MLP,0,0,0,RMSE(0.117),0,0,0,0,IEEE International Conference on Data Mining Workshop 2014,"1-MLP is better than SVM
2- SVD is better feature representaion"
31,Aggressive Text Detection for Cyberbullying,2014,Cyber-Bullyiing detetction,the continuous intentional aggression over an indefense victim via electronic media is known as cyberbullying,aggressive text detection,"Twitter(12,705)","bitch (281)
fuck(110_",0,0.0,0,data set filtered,0,"document length,
number of offensive words,
frequency of word ""you"",
swear words",0,0,"1-The overall affective value for a given word (as well as the value for each of
the differentials) lies within the range [1, 9], where 9 is the closest to happiness.
2-SentiWordNet assigns each synset three classifications with respect to confidence
negativity, positivity, and objectivity",0,0,"Fuzzy Rulebases,
LR
",0,0,0,0,0,0,AVG MSE = 4.8,0,0,0,0,MICAI 2014,statistical analysis more than feature engineering or model selecion
33,detecting online harassment in social networks,2014,online harassment,the process of sending messages over electronic media to casue psychological harm to a victim. If it persists then it is cyber bullying.,online harassment,"Twitter_general (5382)
Twitter_school (2793)
","Twitter_general (220 - 4%)
Twitter_school (194 - 7.4%)","Twitter_general (5162 - 96%)
Twitter_school (2599 - 92.6%)",0.0,Twitter API and annotated by 3 annotators. Twitter_school used school related keywords,0,"POS
noise (misspelling slang and abbreviations) removal
Twitter preprocessing",BOW,0,0,0,0,person identification - mark words or phrases that refer to a person using POS and usernames,NB,0,0,0,0,0,0,0,0.94,0.32,0,0.48,International Conference on Information Systems 2014,0
35,Automatic detection of antisocial behaviour in texts,2014,Cyber-Bullyiing detetction,"ASB is defined as any unconsiderable action taken aginst individuals or group of individuals 
that may cause harm or distress to sociey",Anti social behaviour,"ASB
ISEAR
Movie_review
wkipedia_extract","ASB (148)
ISEAR (265)
Movie_review (178)
wkipedia_extract (212)",0,0.0,borrowed from other researchers,0,0,BOW,0,0,1,0,0,"MNB
SVM
DT",0,0,0,0,0,0,MNB(0.90),0.9,0.9,0,0.9,International workshop on advances in semantic information retrieval,0
46,A Framework for Cyberbullying Detection in Social Network,2015,Cyber-Bullyiing detetction,"is an online attack based on deliberately insulting, threatening, embarassing or 
harassing people on the internet. It also indicates the communication with the victim through 
the abusive texts and images via social media",abusive content,0,0,0,0.0,0,0,"removing stop words
tokenization
stemming
strip white spaces
spelling and grammer correction
",BOW,0,0,0,0,"image features using Loca
l binary pattern (LBP)",SVM,0,combining text and image features,0,0,0,0,0,0,0,0,0,International Journal of current engineering and technology,they proposed the idea but havenot applied it
47,"Hateful Symbols or Hateful People?
Predictive Features for Hate Speech Detection on Twitter",2016,Cyber-Bullyiing detetction,"they define hate speech as negating the privileages of white people listed in (McIntosh (2003))
They provide a list of 12 charcteristics that describe hate speech  and compared against each tweet to label them",hate speech: racism and sexism,"Twitter collected over 2 months
16,014 labelled","3,383 (21% - sexist sent by 612 users)
1,972 (12% - rascist sent by 9 users)","11,559 (72%)",1.0,"Crawled  from Twitter piblic API by using keywords like “MKR”, “asian drive”, “feminazi”,
“immigrant”, “nigger”, “sjw”, “WomenAgainstFeminism”,
“blameonenotall”, “islam terrorism”, “notallmen”,
“victimcard”, “victim card”, “arab terror”, “gamergate”,
“jsi",0,0,character n-gram,0,"1-gender
2-location
3-length of user's desc.",0,0,"1-most frquent words in racist anf sexist tweets.
2- avg and total length of tweets
",logistic regression,0,0,0,0,0,0,0,72.93,77.74,0,73.93,Association for Computational Linguistics 2016,"1- Feature engineering.
2-We find that using character n-grams of
lengths up to 4, along with gender as an additional
feature provides the best results.
3-location and length as features made the score worse."
48,Abusive language detection in online user content,2016,Cyber-Bullyiing detetction,0,abusive or clear,"1- Yahoo Finance news comments (759,402)
2- Yahoo news comments (1,390,774)
3- WWW2015 data (951,736)
4-Evaluation DS (2000)","1- 53,516
2-228,119
3-56,280
4- 1000","1- 705,886
2- 1,162,655
3- 895,456
4-1000",0.0,"data collected from Yahoo Finanical and Yahoo news artciels comments.
 The data was then rated by raters.",0,0,"N-gram
trained lexicon
token n-gram
character n-gram",0,0,0,"word2vc
pretrained
comments2vec",0,"we use the Vowpal Wabbit's
regression mode",0,combining different features together,WWW2015 dataset,20%,0,0,0,0,0,0,"Fincance (0,795)
News (0,817)",IW3C2 2016,0
49,Are You a Racist or Am I Seeing Things? Annotator Influence on Hate Speech Detection on Twitter,2016,Cyber-Bullyiing detetction,0,racism and sexism,"Twitter (6,909)",0,0,0.0,labelled by experts and amatures on CrowdFlower platform,0,0,"POS, unigrams, characer ngram, token ngrm, 
word length, brown cluster",0,"gender
user's history of words",0,skipgrams,0,0,0,0,0,0,0,0,0,0,0,0,0,EMNLP 2016,"We find that amateur annotators are more
likely than expert annotators to label items as
hate speech, and that systems trained on expert annotations outperform systems trained
on amateur annotations."
51,"Sustainable cyberbullying detection with category-maximized relevance of harmful 
phrases and double-filtered automatic optimization",2016,Cyber-Bullyiing detetction,"The National Crime Prevention Council in the USA, defines CBC as ‘‘when the Internet, cell phones or other devices are used to
send or post text or images intended to hurt or embarrass anothercperson’’","In addition, we categorized harmful words into three cate
gories:
obscene, violent and abusive. In this regard we followed
the definition provided by The Ministry of Education of Japan,
which specifically mentions words frequently used in cyberbullying
me",unofficial school website in Japan (2998),harmful (1490),unharmful(1508),0.0,"It contains 1490 harmful and 1508 non-harmful entries. The original data was provided by the Human Rights Research Institute Against All Forms for Discrimination and Racism in Mie Prefecture, Japan. manually labeled by expert annotators who are Internet P",0,0,0,0,0,0,0,0,0,0,"1- collecting seed words from the 3 categories of bullying
2-calculate a semantic orientation of harmfullness
3-maximize acquistion and filtering of seed word","[Study on the polarity classification model
for the purpose of detecting harmful information on informal school sites]
(in Japanese),","1- Testset2
2- 12% harmful 98% non harmful","1- 50%
2-12%","1-50%
2-98%",0,"1- for test set1 for 10 folds between 44% ro 80%
2-for testset2 between 10% to 60%","1- for test set1 between 5% to 100%
2- for test set2 between 13% to 100%",0,0,International Journal of Child-Computer Interaction,"1- after a year and half they found that the performance dropped by 30% because the seed words changed
2- To solve this, they proposed a method to automatically acquire and optimize seed words"
58,"Cybercrime detection in online communications: The experimental
case of cyberbullying detection in the Twitter network",2016,Cyber-Bullying detetction,"0Cyberbullying behaviors are defined as aggressive behaviors
exhibited through electronic or digital media and intended to inflict
harm or discomfort to a victim",aggressive behaviour,Twitter (10007),Twitter (599),0,0.0,handl labbeled by 3 experts,oversampling the minority and under sample majority class,"lowercase
urls user mentions replaced with special characters
correcting misspelled words
remove white spaces","vulgar words
fisrt and second person pronouns
bullying acrynomes",neurotic features,"network features
user activity features
age
gender
",0,0,"activity features
specific social network cyberbullying features
measure features usefulness using cho-square test information gain and pearson correlation","SVM
NB
RF
KNN",0,0,0,0,0,0,0,SVM + information gain (0.994),SVM + information gain (0.890),SVM + information gain (0.500),SVM + information gain (0.943),journal Computers in Human Behavior,"We select three features selection algorithms, namely, c 2
test, information gain, and Pearson correlation, to determine the
most significant proposed features. The synthetic minority over-
sampling technique (SMOTE) approach and the weights
adjusting approach (cost-sensitive) are used to balance the
classes in the data set. Th"
59,Cyberbullying Detection with Weakly Supervised Machine Learning,2017,Cyber-Bullyiing detetction,"bullying that takes place using electronic technology[, including] devices and equipment such as cell
phones, computers, and tablets as well as communication tools including social media sites, text messages, chat, and websites.Three criteria define tradi","online harrassment: meaning that the predetrator sends
 harmful or toxic messgaes to the victim","1-Twitter conversations collected queried using harassment dictionary (296,308 posts by 180,355 users)
2-Instgram (9,828,760 posts by 3,829,756 users)
3- ASK.fm (2,863,801 post by 260,800 user)",unlabelled,unlabelled,0.0,"Using our collected offensive-language dictionary, we extracted tweets containing these words posted between November 1, 2015, and December 14, 2015. For every curse word, we extracted 700 tweets. ",data sampled using Snowball,0,Query expnsion,0,0,0,0,0,Weakly supervised ML,0,"Participant vocabulary consistency (PVC)
The model learns new bullying language indicator throug hquery xpansion from the harrassment dicionary ","1-seed based query
2-naïve participant
3-co-occurrence
4-dynamic query expansion","Hire 1000 paraticpants on AMT
 to rate the model's performance. 5 annotations per message. They generated 100 messgaes as test set",0,0,0,0,0,"~Twitter (0.83)
~Ask.fm (0.65)",0,"International conference on Advances in 
social media analysis and mining 2017","PVC proved to be better at expanding he harrassment language and detect the bullys and victims
https://arxiv.org/pdf/1606.08084.pdf"
60,Ex Machina: Personal Attacks Seen at Scale,2017,Cyber-Bullyiing detetction,"A recent Pew Research Center study defines on line harassment to include being: called offensive names, purpose
fully embarrassed, stalked, sexually harassed, physically threat ened, and harassed in a sustained manner [5].","Personal attacks
aggression
toxicity","Wkipedia talk pages (115,737)
randomly sampled (37611)
bloxked sampled (78126)","randomly sampled (0.9%)
blocked sampled (16.9%)","randomly sampled (99%)
blocked sampled (83%)",1.0,"data labelled using Figure eight with 10 workers for each text 
with Krippendof alpha 0.45","1- random sampling
2- block sampling (In order to obtain these, we enhance our random dataset by also sampling comments made by users who where blocked for violating Wikipedia’s policy on personal attacks [33].)",0,"BOW n-gram words 
and n-gram characters",0,0,0,0,0,"LR, MLP",0,0,0,0,0,0,0,0,0,"LR = ED label  (cahr)96.4 (words) 95.55
MLP = ED label (char) 96.15 (word) 96.59",0,International world wide web conference 2017,"they use 2 ways of labelling the data:
1- Onehot vcot (OH) each post is 1 (positive) and 0 (negative)
2- empirical distribution (ED) with each post has a probabiltty of postive or negative based on the labelling from Crowdsourcing."
61,Mean birds: Detecting aggression and bullying on twitter.,2017,Cyber-Bullyiing detetction,"Cyberbullying and
cyberaggression can take many forms and de_x005F_x005F_x005F_x005F_x005F_x001B_nitions however, the former typically denotes repeated and hostile behavior
performed by a group or an individual and the latter intentional
harm delivered via electronic means to a person or a ",Cyberbullying and Cyber aggressive,"Twitter(9,484)","1-base line with all tweets
2- hatespeech with hashtags related to hate speech",0,0.0,"data labelled using CF workers.
5 workers pr batch
agreement score 0.45",0,0,"avg no. hashtags used, emotionicons,uppercases and urls

",0,"no.posts, friends, 
followers","sentiment score
hate score",avg word embeddings scor,"network fetures like: avg power difference, influence score","J48, LADTree, LMT, NBTree, RF, Funcitonal tree",0,0,0,10%,0,0,0,89.9,91.7,0.907,0,Websci 2017,"1- they label users as bullies, agressors or not
2- the innovaion is in using different combinations of features"
64,"Automatic detection of cyberbullying in social
media text",2017,0,a content taht is published online by an individual and that is aggressive or hurtful against a victim,"threat
insult
exclusion
sexual talk
defense
encouragment to harassment","Askfm - Englsih (113698)
Askfm - Ducth (78387)",0,0,1.0,"data annotated by experts (linguists) with
 interannotator agreement score (Cohen kappa - Ducth) 
is 0.69 and (Fleiss kappa - English) is 0.59",cost-senstive,"POS
lemmatisation
","word n-grams
char n-gram
BOW
Term lists",0,0,1,0,Topic modelling (LDA nad LSI),SVM,0,0,0,0,0,0,0,"English (0.74)
Dutch (0.67)",English (0.56) Dutch (0.52),"AUCROC
English (0.77) Dutch (0.75)
",English (0.64) Dutch (0.58),PLOS ONE journal,they comapre the performance of different combinations of features and the performance to detect different types of cyberbullying
65,Mining Patterns of Cyberbullying on Twitter,2017,troll detection,"the use of information and communication technology to intentionally and
 repeatedly harass or harm individuals or groups",detect cyberbullies and victims,Twitter (900000 tweets - 108171 users),Twitter (1307bullies),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"They analyse the network to detect bullies, victims and bystandards"
66,Automated cyberbullying detection using clustering appearance patterns,2017,grooming detection,0,grooming,"Perverted-justice (170019)
Twitter (476553560)","Perverted-justice (170019)
Twitter (476553560)",0,0.0,0,0,0,0,0,0,0,0,Kmeans,NB,0,0,0,0,0,0,0,0,0,0,0,0,"they use NB to classify the messgaes as bullying or not
then use Kmeans and categorize the bullying to its 8 subcategories"
67,Cyberbullying System Detection and Analysis,2017,cyberbullying detection,"willful and repeated harm inflicted through the use of computers cell
 phones and other electronic devices",cyber bullying ,ASKfm(1000),ASKfm(17%),ASKfm(83%),0.0,"they downloaded data and selected questions
 and answers that contain one insult or swear word",0,"chunck text into sentences
remove weblinks and unknown characters
correct misspelling
","tf-idf
unusual capitalization
dependency features
",LIWC,0,0,0,0,SVM,0,0,0,0,0,0,0.994,0.69,0.849,0,0.761,2017 European Intelligence and Security Informatics Conference,0
68,Deep Learning for Detecting Cyberbullying Across Multiple Social Media Platforms,2018,Cyber-Bullyiing detetction,"Cyberbullying has been defined by the National Crime Prevention Council as
the use of the Internet, cell phones or other devices to send or post text or images
intended to hurt or embarrass another person.","Personal attacks.
Bullying
Racism.
Sexism.","Formspring (12,000)
Twitter (16,000)
Wikipedia talk pages (100,000)","Formspring (825 = 6.8%)
Twitter (3117 sexism = 19.4%)
Twitter (1957 racis = 12.2%)
Wikipedia (13,590 = 13.59%)","Formspring (11,175 = 93.12%)
Twitter (10,926  = 68.28%)
Wikipedia (86,410 = 86.41%)",1.0,"Formspring (AMT - 3 workers no inter-annotator agreement)
Twitter (Labelled by ressearchers)
Wikipedia (crowdflower - 10 workers - 0.45 agreement score)","oversample bullying class data by 3 times
",0,"BOW n-gram words 
BOW n-gram characters
Glove
SSWE",0,0,"SSWE (sentiment
 word embeddings)","Glove
SSWE",0,"LR, SVM, RF, NB","CNN, LSTM, BLSTM, BLSTM + attention, CNN","using transfer learning
 to learn between
 different platforms","LR, SVM, RF, NB, SVM",0,0,0,0,LSTM (0.92),BLSTM + attention (0.91),0,LSTM (0.91),ECIR 2018,"1-We have shown that DNN models can be used for cyberbullying detection on
various topics across multiple SMPs using three datasets and four DNN models.
These models coupled with transfer learning beat state of the art results for
all three datasets.
2- T"
69,"Cyberbullying Intervention Interface Based on Convolutional
Neural Networks",2018,Cyber-Bullyiing detetction,"Cyberbullying, which can be defined as ‘when the Internet, cell phones or other devices are
used to send or post text or images intended to hurt or embarrass another person’ (Dinakar
et al., 2012),","bullying
anxiety
 depression.","The data was collected by the Visr child safety app from September 2014 to March 2016.
Over a half-million online posts were selected from among the social media platforms (Face
book,
Instagram, Twitter, Pinterest, Tumblr, Youtube) and Gmail. (total = 14,",1753 (12.3%),12441 (87.7%),0.0,anntated by 3 workers with Cphen's kappa = 0.805,0,0,"BOW word unigrams

As suggested by previous research, we also added textual features (total used:
4
93) from LIWC 2015",0,0,0,0,0,0,CNN,0,"SVM
ZeroR",0,30% in total,30% in total,0,0,0,0.898,0,ACLweb 2018,0
70,Detecting Hate Speech on Twitter Using a Convolution-GRU Based Deep Neural Network,2018,Hate speech detetction,"we identify that hate speech
(1) targets individual or groups on the basis of their characteristics (targeting
characteristics); (2) demonstrates a clear intention to incite harm, or to promote
hatred; (3) may or may not use offensive or profane words.","hatespeech
refugees","Twitter (2,435)",414 (17%),2021 (83%),0.0,"annotated by liguistic researcher and 2 student researchers 
(agreement score not given)","filtering twitter api using keywords
 and hashtags in 3 batches",0,"(Unigrams,bigrams and trigrams )Tfidf
number of mentions, and hashtags4; 
number of characters, and words;",0,0,"sentiment polarity 
scores of the tweet",0,"1-Linguistic features like POS
2-Enhanced feature set",0,CNN + GRU,0,"SVM, CNN",0,0,0,0,0,0,0,0.92,Nature 2018,"it sets new benchmark by outperforming on 6 out of 7 datasets by between
1 and 13% in F1. We also extend the existing dataset collection on this
task by creating a new dataset covering different topics."
71,Scalable and timely detection of cyberbullying in online social networks,2018,Cyber-Bullyiing detetction,"Cyberbullying is define
as an aggressive online behavior that is carried out repeat
edly
against a person who cannot easily defend himself or
herself, creating a power imbalance [16].","cyber bullying 
cyber aggressive","Vine (59,560 user, 
959 media sessions: video, likes, commentns) ",45 media sessions,914 media session,0.0,Crowd folwer 5 workers agreement score 79.49 (CF measure),Snowball sampling in the data collection,0,"unigrams
negative words",0,"number of followers,followings, likes,views, media-caption
polarity,subjectivity",0,0,0,LR,0,"1- Incremental classifier classification
2- Dynamic classification mechanism",AdaBoost,0,0,0,0,0,0,0,0.68,"In SAC 2018: SAC
2018: Symposium on Applied Computing","1- two key practical issues remain to be worked upon, 
namely scalability of a cyberbullying detection system and timeliness of raising alerts whenever cyberbullying occurs.
2- The solution consists of two key components, namely, a dynamic, multilevel pri"
