,Paper,year,category,Definition of Cyber-Bullyning,Type of Cyber-bullying,Dataset,Dataset positive sample,Dataset negative sample,Data Downlaoded,Data Collection process,Oversampleing pst instances,Preprocessing,Text Feature,Psycological features,User info features,Sentiment features,WE,Other features,ML model,Deel Learning model,Innovative model,baselines,Test set,Test positive ex.,Test negative ex.,Accuracy,Precision,Recall,AUC,F1,venue,Comments
35,Automatic detection of antisocial behaviour in texts,2014,Cyber-Bullyiing detetction,"ASB is defined as any unconsiderable action taken aginst individuals or group of individuals 
that may cause harm or distress to sociey",Anti social behaviour,"ASB
ISEAR
Movie_review
wkipedia_extract","ASB (148)
ISEAR (265)
Movie_review (178)
wkipedia_extract (212)",0,0.0,borrowed from other researchers,0,0,BOW,0,0,1,0,0,"MNB
SVM
DT",0,0,0,0,0,0,MNB(0.90),0.9,0.9,0,0.9,International workshop on advances in semantic information retrieval,0
36,Semi-supervised learning for cyberbullying detection in social networks,2014,Cyber-Bullyiing detetction,0,0,CAW2,0,0,0.0,downloaded from the inernet,1,1,"No. swear words
pronouns
capital letters",0,1,1,0,0,0,0,semi-supervised(K-FSVM),"LR
NB
RF",0,0,0,0.99,0.55,0.25,0,0.47,Australasian Database Conference,0
40,machine learning approach for detection of cyber-agresssive comments by peers on social media network,2015,Cyber-Bullyiing detetction,"is a rude, insulting, offensive, teasing demoralizing comments 
through online social media targeting one's educational 
qualifications, gender, family and personal habits",0,Kaggle (4000),0,0,0.0,borrowed from other researchers,0,removing unwanted strings and correcting words,"Ngrmass
BOW
TF-IDF
pronouns
",0,0,0,Skip-gram,0,SVM,0,0,0,2647,720,1927,0,0,0,0.858,0,"International Conference on Advances in Computing, Communications and Informatics (ICACCI)",0
42,A DYNAMIC COGNITIVE SYSTEM FOR AUTOMATIC DETECTION AND PREVENTION OF CYBER-BULLYING ATTACKS,2015,Cyber-Bullyiing detetction,"is intentional and aggressive act accomplished over a period of time by 
an individual or a group of individuals through an electronic 
medium over feeble victim who cannot sheild themselves",0,0,0,0,0.0,0,0,stop words removal ,1,0,"user info
network info",0,0,image,0,0,0,0,0,0,0,0,0,0,0,0,ARPN journal of engineering and applied sciences,they use rule based system
43,Online social network bullying detection using intelligence techniques,2015,Cyber-Bullyiing detetction,"is  an aggressive intentional act carried out by a group of indiciuals using 
electronic forms of contact repeatedly 
and over time against a victim who cannot easily defend him or herself",0,"FormSpring.me
MySpace",0,0,0.0,CAW 2.0,0,remove stop words and unwanted characters,"BOW
NLP",0,0,0,0,0,NB,0,"Use Fuzzy rule based 
and Genatic algorithm",0,0,0,0,"MySpace(0.87)
FormSpring (0.86)",0,"MySpace(0.91)
FormSpring (0.92)",0,"MySpace(0.98)
FormSpring (0.87)",Procedia Computer Science journal,0
44,Cyberbullying detection and classification using information retrieval algorithm,2015,Cyber-Bullyiing detetction,"an intensional aggressive act carried out by a group or i
ndividual using electronic forms of contact repeatedly and
 over time against a victim who cannot easilt defend themselves",0,"FormSpring.me (500)
MySpace (600)",0,0,0.0,CAW 2.0,0,remove stop words and unwanted characters,"BOW
NLP
POS",0,0,0,0,"levenshtein distance 
to detect the bullying 
words in the text",NB,0,0,0,0,0,0,"MySpace(0.91)
FormSpring (0.92)",0,0,0,"MySpace(0.0.89)
FormSpring (0.87)",International Conference on Advanced Research in Computer Science Engineering and Technology,0
46,A Framework for Cyberbullying Detection in Social Network,2015,Cyber-Bullyiing detetction,"is an online attack based on deliberately insulting, threatening, embarassing or 
harassing people on the internet. It also indicates the communication with the victim through 
the abusive texts and images via social media",abusive content,0,0,0,0.0,0,0,"removing stop words
tokenization
stemming
strip white spaces
spelling and grammer correction
",BOW,0,0,0,0,"image features using Loca
l binary pattern (LBP)",SVM,0,combining text and image features,0,0,0,0,0,0,0,0,0,International Journal of current engineering and technology,they proposed the idea but havenot applied it
47,"Hateful Symbols or Hateful People?
Predictive Features for Hate Speech Detection on Twitter",2016,Cyber-Bullyiing detetction,"they define hate speech as negating the privileages of white people listed in (McIntosh (2003))
They provide a list of 12 charcteristics that describe hate speech  and compared against each tweet to label them",hate speech: racism and sexism,"Twitter collected over 2 months
16,014 labelled","3,383 (21% - sexist sent by 612 users)
1,972 (12% - rascist sent by 9 users)","11,559 (72%)",1.0,"Crawled  from Twitter piblic API by using keywords like “MKR”, “asian drive”, “feminazi”,
“immigrant”, “nigger”, “sjw”, “WomenAgainstFeminism”,
“blameonenotall”, “islam terrorism”, “notallmen”,
“victimcard”, “victim card”, “arab terror”, “gamergate”,
“jsi",0,0,character n-gram,0,"1-gender
2-location
3-length of user's desc.",0,0,"1-most frquent words in racist anf sexist tweets.
2- avg and total length of tweets
",logistic regression,0,0,0,0,0,0,0,72.93,77.74,0,73.93,Association for Computational Linguistics 2016,"1- Feature engineering.
2-We find that using character n-grams of
lengths up to 4, along with gender as an additional
feature provides the best results.
3-location and length as features made the score worse."
48,Abusive language detection in online user content,2016,Cyber-Bullyiing detetction,0,abusive or clear,"1- Yahoo Finance news comments (759,402)
2- Yahoo news comments (1,390,774)
3- WWW2015 data (951,736)
4-Evaluation DS (2000)","1- 53,516
2-228,119
3-56,280
4- 1000","1- 705,886
2- 1,162,655
3- 895,456
4-1000",0.0,"data collected from Yahoo Finanical and Yahoo news artciels comments.
 The data was then rated by raters.",0,0,"N-gram
trained lexicon
token n-gram
character n-gram",0,0,0,"word2vc
pretrained
comments2vec",0,"we use the Vowpal Wabbit's
regression mode",0,combining different features together,WWW2015 dataset,20%,0,0,0,0,0,0,"Fincance (0,795)
News (0,817)",IW3C2 2016,0
50,Automatic detection of cyberbullying on social networks based on bullying features,2016,Cyber-Bullyiing detetction,0,0,Twitter (1762),685,1078,1.0,"tweets crwled from public twitter api using these words bullying, bullyied and bully.",0,0,Tfidf BOW,0,0,0,EBOW: bullying features word embeddings,LSA,SVM + EBOW,0,"concatenating BOW + LSA + woed embeddings for 
bullying extentded seed words.","BOW, LSA, semantic BOW, LDA ",5 folds,0,0,0,76.8,79.4,0,78,ICDCN ’16,innovaion in feaure representaion
52,Cyberbullying detection using probabilistic socio-textual information fusion,2016,Cyber-Bullyiing detetction,"Cyberbullying may be defined as the following: “When
the Internet, cellphones or other devices are used to send or
post text or images intended to hurt or embarrass another
person”.",0,twitter (4865) data from CAW 2,93 (2%),4700 (98%),1.0,used from CAW comprtion,"Minority over sampling and 
majority downsampling
",0,"density of bad words
POS
density of uppercase
density of exclamation marks
density of question marks
desnity of smilyes",0,user netwok info,0,0,0,0,0,"probablisiic infusion model to properly
 combine the textual and user features","1-Zero R
2- naïve fusion of features",0,0,0,0,0,0,0,0.64,Advances in Social Networks Analysis and Mining (ASONAM) 2016,"1- they use probablistic model to determing agreement between coefficients between modaliteis (different feature groups)
2-determining confidence score of modaities (different feature groups)"
53,Supervised machine learning for the detection of troll profiles in twitter social network: Application to a real case of cyberbullying,2016,troll profiles,"any harassment that occurs via the internet, cell phones or other devices. This type of bullying uses
this type of bullying uses communication technologies to intentionally harm others through hostile 
behaviour such as sending text message and posting ugly comments on the internet",0,Twitter (1900 - 19 twitter account),0,0,0.0,0,0,tokenizatoin,"ngrams
tf-idf",0,"language
position
time of publication",0,0,authorship,"RF
DT
KNN
SMO
NB",0,0,0,0,0,0,(SMO)0.68,0,0,(SMO) 0.96,0,Logic Journal of the IGPL,they detect troll profiles not bullying incidents
56,"Cyberbullying Detection with a Pronunciation
Based Convolutional Neural Network",2016,Cyber-Bullying detetction,"is an aggressive, intentional act conducted by either a group or an individual in 
cyberspace conducted by either a group or an individual in cyberspace 
using information and communication technologies",0,"Twitter (1313)
Formspringme (13000)","Twitter (39%)
Formspring (7%)","Twitter (61%)
Formspring (93%)",1.0,from other researchers,0,"removing usernames
hashtags
hyperlinks",0,0,0,0,1,Pronounciation conversion,0,CNN,0,"RF
SVM
DT",0,0,0,0,0.991,0.97,0.98,0.989,2016 15th IEEE International Conference on Machine Learning and Applications,0
57,"Investigating Factors Influencing the Latency of
Cyberbullying Detection",2016,Cyber-Bullying detetction,0,0,Vine (983 media sessions),0,0,1.0,from other researchers,0,0,0,0,"no folloers
no following
no likes
no views",0,0,0,"LR
adaboost",0,"Incremental classifier
Dynamic priority scheduler",0,0,0,0,0,0.713,0.66,0,0,0,"We propose
a multi-stage cyberbullying detection solution that drasti-
cally reduces the classification time and the time to raise
cyberbullying alerts."
58,"Cybercrime detection in online communications: The experimental
case of cyberbullying detection in the Twitter network",2016,Cyber-Bullying detetction,"0Cyberbullying behaviors are defined as aggressive behaviors
exhibited through electronic or digital media and intended to inflict
harm or discomfort to a victim",aggressive behaviour,Twitter (10007),Twitter (599),0,0.0,handl labbeled by 3 experts,oversampling the minority and under sample majority class,"lowercase
urls user mentions replaced with special characters
correcting misspelled words
remove white spaces","vulgar words
fisrt and second person pronouns
bullying acrynomes",neurotic features,"network features
user activity features
age
gender
",0,0,"activity features
specific social network cyberbullying features
measure features usefulness using cho-square test information gain and pearson correlation","SVM
NB
RF
KNN",0,0,0,0,0,0,0,SVM + information gain (0.994),SVM + information gain (0.890),SVM + information gain (0.500),SVM + information gain (0.943),journal Computers in Human Behavior,"We select three features selection algorithms, namely, c 2
test, information gain, and Pearson correlation, to determine the
most significant proposed features. The synthetic minority over-
sampling technique (SMOTE) approach and the weights
adjusting approach (cost-sensitive) are used to balance the
classes in the data set. Th"
59,Cyberbullying Detection with Weakly Supervised Machine Learning,2017,Cyber-Bullyiing detetction,"bullying that takes place using electronic technology[, including] devices and equipment such as cell
phones, computers, and tablets as well as communication tools including social media sites, text messages, chat, and websites.Three criteria define tradi","online harrassment: meaning that the predetrator sends
 harmful or toxic messgaes to the victim","1-Twitter conversations collected queried using harassment dictionary (296,308 posts by 180,355 users)
2-Instgram (9,828,760 posts by 3,829,756 users)
3- ASK.fm (2,863,801 post by 260,800 user)",unlabelled,unlabelled,0.0,"Using our collected offensive-language dictionary, we extracted tweets containing these words posted between November 1, 2015, and December 14, 2015. For every curse word, we extracted 700 tweets. ",data sampled using Snowball,0,Query expnsion,0,0,0,0,0,Weakly supervised ML,0,"Participant vocabulary consistency (PVC)
The model learns new bullying language indicator throug hquery xpansion from the harrassment dicionary ","1-seed based query
2-naïve participant
3-co-occurrence
4-dynamic query expansion","Hire 1000 paraticpants on AMT
 to rate the model's performance. 5 annotations per message. They generated 100 messgaes as test set",0,0,0,0,0,"~Twitter (0.83)
~Ask.fm (0.65)",0,"International conference on Advances in 
social media analysis and mining 2017","PVC proved to be better at expanding he harrassment language and detect the bullys and victims
https://arxiv.org/pdf/1606.08084.pdf"
62,Sentiment Informed Cyberbullying Detection in Social Media,2017,cyber-Bullyiing detetction,"It is defined as the phenomena of using
the internet, cell phones and other electronic devices to willfully hurt or harass
others.",0,"1-Twitter (7,321 from 7,043 users)
2- MySpace (3,245 from 1,053 users)","1- 2,102
2- 950","1- 5,219
2-2,295",1.0,borrowed from other resarchers,0,0,"unigram TF-idf
inigrams POS",0,0,1,0,0,SICD,0,"ML model that includes alpha and beta as parameters to control the contribution of user-post relation
and sentiment information, respectively. ","LR, Lasso, NMF, SVM (TF-idf + unnigrams POS + profanity words list), SVM (TF-idf + user information)",20%,0,0,0,0,0,"0.8051 (Twitter)
0.7404 (MySpace)","0.68 (Twitter)
0.607 (MYSPace)",ECML PKDD 2017,"1- they use Stanford Twitter Sentiment DS with distant supervised based sentiment ML model  to measure the sentiment score distribution of datasets.
2- we propose to incorporate sentiment information to detect cyberbullying behaviors.
3-sparse learning ha"
63,"Automated Cyberbullying Detection using Clustering
Appearance Patterns",2017,grooming detection,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Mining Patterns of Cyberbullying on Twitter,2017,troll detection,"the use of information and communication technology to intentionally and
 repeatedly harass or harm individuals or groups",detect cyberbullies and victims,Twitter (900000 tweets - 108171 users),Twitter (1307bullies),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"They analyse the network to detect bullies, victims and bystandards"
66,Automated cyberbullying detection using clustering appearance patterns,2017,grooming detection,0,grooming,"Perverted-justice (170019)
Twitter (476553560)","Perverted-justice (170019)
Twitter (476553560)",0,0.0,0,0,0,0,0,0,0,0,Kmeans,NB,0,0,0,0,0,0,0,0,0,0,0,0,"they use NB to classify the messgaes as bullying or not
then use Kmeans and categorize the bullying to its 8 subcategories"
67,Cyberbullying System Detection and Analysis,2017,cyberbullying detection,"willful and repeated harm inflicted through the use of computers cell
 phones and other electronic devices",cyber bullying ,ASKfm(1000),ASKfm(17%),ASKfm(83%),0.0,"they downloaded data and selected questions
 and answers that contain one insult or swear word",0,"chunck text into sentences
remove weblinks and unknown characters
correct misspelling
","tf-idf
unusual capitalization
dependency features
",LIWC,0,0,0,0,SVM,0,0,0,0,0,0,0.994,0.69,0.849,0,0.761,2017 European Intelligence and Security Informatics Conference,0
73,Weakly Supervised Cyberbullying Detection using Co-trained Ensembles of Embedding Models,2018,Cyber-Bullyiing detetction,0,"online harassment and the 
social strcture (user classifier: bully, vicitm or  bystander)","1-Twitter conversations collected queried using harassment dictionary (296,308 posts by 180,355 users)
2-Instgram (1,656,236 posts by 656,376 users)
3- ASK.fm (2,863,801 post by 260,800 user)",unlabelled,unlabelled,0.0,"Using our collected offensive-language dictionary, we extracted tweets containing these words posted between November 1, 2015, and December 14, 2015. For every curse word, we extracted 700 tweets. ",data sampled using Snowball,0,"hashed BOW
 (messgae classification)",0,0,0,"1-doc2vec pretrained on tweets (Msg classif)
2- custom-trained embedding model with each word represented
with 100 dimensions (emb) (msf classif)
3-node2vec (usr clssif)
",0,Linear model,LSTM,"Co-training model based on multiview learning with two detectors One detector identifies bullying by
examining the language content of messages; another detector
considers the social structure to detect bullying","3-PVC
1-seed based query
2-naïve participant","Hire 1000 paraticpants on AMT
 to rate the model's performance. 5 annotations per message. ","100 messgaes most
 indicating of bullying generated by each method",0,0,"doc2vec node2vec_twitter (0.6)
doc2vec node2vec_ask (0.43)
doc2vec node2vec_inst (0.23)",0,0,0,"2- IEEE/ACM International Conference on Advances 
in Social Networks Analysis and Mining (ASONAM) 2018
2- Nipps 2017",0
75,"Cyberbullying Detection on Social Network
Services",2018,0,"a use of information and communication technology to support malicious repetitive and hostile
behaviors against individuals or groups in order to harm other",Cyberbullying,Twitter ,0,0,0.0,0,0,"convert user mentions to special characters
remove urls puctuations and numbers
correct misspelling
segmantation
stemming
POS","vulgar words
person pronouns
BOW",0,"no user tweets
no words in seld introduction
image usage",1,0,"negative subjectivity
text readability
","KNN
SVM
DT",0,0,0,0,0,0,0,0,0,0,0,Twenty-Second Pacific Asia Conference on Information Systems,they dont report experiement results
80,Cyberbullying Detection System with Multiple Server Configurations,2018,detect cyberbullying and dropping them before they are recieved by the intended use,"Cyberbullying is bullying that takes place via digital de-
vices. It can occur via the Short Message Service (SMS), Text,
and apps, or online in social media, forums, or gaming where
people can view, participate in, or share content",Cyberbullying,Formspring (60900),Formspring (23000),Formspring (37900),0.0,0,0,"Case conversion
remove stopwords
remove punctuation
",BOW,0,0,0,0,0,"MNB
SGD",0,0,0,0,0,0,0,0,0,0,"MNB (0.94)
SGD(0.95)",IEEE,0
82,A Simple Neural Network for Cyberbullying Detection,2019,Cyber-Bullyiing detetction,0,"harmful
hate speech
cyberbullying","Twitter (10,041)",850 (10%),9191 (90%),0.0,0,"the dataset was extended with artificially generated
training instances of harmful tweets. Two types of generated data were used:
1- Chunk shuffling.
2-Translation",0,chaacter n-gram,0,0,0,LASER ,"1-Morfeusz qualifiers
2-Vulgar/offensive words.",0,NN,0,0,0,0,0,0,0,0,0.837,0,Proceedings of the PolEval 2019 Workshop,0
84,XBully: Cyberbullying Detection within a Multi-Modal Context,2019,Cyber-Bullyiing detetction,"Cyberbullying, commonly defined as the electronic transmission of
insulting or embarrassing comments, photos, or videos",they don't specify what is type of bullying they are after,"1- Instgram sessions (2,218 , 
No.comments= 155,267)
2- Vine sessions (970, 
No comments = 78,250)","1- insta: 678 sessions (No. comments?)
2- vine: 304 sessions (No. comments?)","1- insta:  1540 sessions
 (No. comments?)
2- vine: 666 sessions (No. comments?)",1.0,0,0,0,0,LWIC model,"Netowork info and 
User information",0,0,"images meta data
Time","RF, SVM, LR",0,"1-using multimodlaity 
machien learnig
2- noise-resilient embedding refinement.
3-Xbully as feature","Raw Features (Raw): This is a concatenation of all the multimodal
features such as network feature and text feature.
• Bully [37]: A pretrained classifier4 based on textual analysis.
• SICD [6]: The state-of-the-art cyberbullying detection model
which use",0,0,0,0,0,0,0,"(RF)  Inst: 0.982 and Vine: 0.787
(SVM) Inst: 0.928 and Vine: 0.753
(LR) Inst: 0.878 and Vine: 0.804",WSDM 2019,0
85,Empirical Analysis of Supervised Machine Learning Techniques for Cyberbullying Detection,2019,Cyber-Bullyiing detetction,"They don't provide a proper definition. They use this one ""Cyberbullying is utilization of digital technology for targeting a person or
a group in order to bully them socially and psychologically.""","They detect data related to the follwing bulying topics:
LGTB
Culture
Race
Physical attributes","They collected 60 youtube videos on these sentive topics
with total of 7962 comments with 116 cmment per video.",0,0,0.0,Annoated by researchers with no info porvided.,0,0,"TF-IDF
Ortony lexicon words (negaative weight for profanity words)
POS unigrams
bigrams",0,0,0,0,0,"RF, SVM, KNN(K=1), NB",0,0,0,20% 0f the data,0,0,"0.821, 0.808, 0.83, 0.814","0.815, 0.799, 0.824, 0.808","0.822, 0.809, 0.83, 0.814",0,"0.817, 0.797, 0.826, 0.81","International Conference on Innovative
 Computing and Communications 2019",0
86,"Hierarchical Attention Networks for Cyberbullying Detection
on the Instagram Social Network",2019,Cyber-Bullyiing detetction,"as a repetitive act
of aggression that involves a power imbalance between
the perpetrator and the victim [10].",aggression,Instagram (2218 media sessions),Instagram (678),Instagram (1540),1.0,borrowed from other researchers,0,0,"ngrmas
TFIDF word
TFIDF char",LWIC model,0,0,glove,0,0,0,HANCD,"NB LR KNN pretrained SVM Soni and Singh
LSTM
CNN
HAN",0,0,0,0,0,0,0.851,0.783,SIAM,"We propose a hierarchical attention network for
cyberbullying detection that takes these aspects of cyberbul-
lying into account. The primary distinctive characteristics
of our approach include: (i) a hierarchical structure that
mirrors the structure of a social media session; (ii) levels
of attention mechanisms applied at the word and comment
level, thereby enabling the model to pay different amounts
of attention to words and comments, depending on the con-
text; and (iii) a cyberbullying detection task that also pre-
dicts the interval of time between two adjacent comments.
These characteristics allow the model to exploit the com-
monalities and differences across these two tasks to improve
the performance of cyberbullying detection."
88,"Current Limitations in Cyberbullying Detection: on
Evaluation Criteria, Reproducibility, and Data
Scarcity",2019,cyberbullying detection,0,cyberbullying,"ASKFM(1000)
MySpace
Formspring
Twitter1
Twitter2
Donated
Crowdsourced
Wikipedia Talk pages (toxicity)",0,0,0.0,0,0,"tokenization
lowercase
special char removed",May features,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This paper mainly replicate studies using previous datasets
89,Detection of Cyberbullying Using Deep Neural Network,2019,Cyber-Bullyiing detetction,"Cyberbullying is characterized as any fierce, purposeful activity
directed by people or gatherings, utilizing on the web channels
over and again against a victim who does not can possibly
react[1]",Cyberbullying,Twitter (69874),0,0,0.0,0,0,"remove stopwords
remove accentuation marks
lowercasing",0,0,0,0,Glove,0,0,CNN,0,"RNN
pther papers",0,0,0,0.93,0,0,0,0,International Conference on Advanced Computing & Communication Systems (ICACCS),simple unreliable data
